job_title,employer_location,job_description,industry,job_desc_count,masculine_counts,feminine_counts,mas_pron_counts,fem_pron_counts,sup_counts,mas_tot,fem_tot,mas_ratio,fem_ratio
Veterinary Technician,"Seal Beach, CA, US",veterinary technician banfield aspires practice team make positive impact pet health care hospitals communities field veterinary medicine believe hiring people diverse perspectives ideas cultures permits us deliver highest quality preventive care banfield veterinary technician work alongside pet health care industry experts make difference lives pets clients serve chance utilize veterinary knowledge communication skills love pets role afford opportunity define clear career path continued growth learning veterinary technician certification licensure cvt rvt lvt lvmt veterinary technician requires much avma certified credentials means bringing talents skills dedication desire developing alongside peers importantly means showing day passion pets working others believe preventive care key helping pets achieve long healthy lives associates look vet techs adopt five principles — quality responsibility mutuality efficiency freedom paper qualifications course important actively seek vet techs thrive delivering outstanding client pet experiences know real passion pet well chose profession banfield believe important support well devote lives cause extensive network support structure banfield offers wide array benefits programs empowering focus family care pets clients banfield vet tech want take full advantage work play whether newly certified experienced vet tech job banfield opens door exploring next best move career we’ve created structure includes leadership support hospital level field headquarters one goal mind helping deliver quality care pets volunteering efforts programs designed benefit local shelters rescues strengthen pet human connections communities discover support wellbeing people profession mars volunteer program mvp make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information protected veteran status disability special need requires accommodation please let us know banfield pet hospital follows applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,299,10,17,0,0,2,12,17,0.04013377926421405,0.056856187290969896
Experienced Veterinary Assistant,"Westlake Village, CA, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients maintaining medical records preparing surgical suite surgical patients filling prescriptions performing laboratory work diagnostic imaging providing compassionate care home away home boarded hospitalized pets fast paced hospital lot opportunity growth utilize team full potential looking someone proficient phlebotomy iv catheter placement drug calculations patient care full time employees work 4 ten hour shifts means would get 3 days one weekend day required vca passion medicine compassion pets people matched commitment professional growth enjoy exposure diverse stimulating caseload employ advanced imaging monitoring tools tap expertise 4 500 doctors including 600 boarded specialists sharpen skills—and even learn new techniques—and explore career options vca offer continuing education transfer specialization leadership opportunities,vetinary,145,2,5,0,0,2,4,5,0.027586206896551724,0.034482758620689655
Veterinary Technician,"Los Angeles, CA, US",seeking well qualified experienced veterinary technicians high skills rvt license preferred required,vetinary,12,1,0,0,0,0,1,0,0.08333333333333333,0.0
Veterinary Technician,"Del Mar, CA, US",description position corona del mar animal hospital corona del mar animal hospital hiring veterinary technician join amazing team ideal candidate must experience general practice must positive attitude possesses strong communication skills works well team possesses confident knowledge veterinary medicine work corona del mar animal hospital? well established busy three doctor hospital practicing high quality medicine exceptional doctors staff located near beach business growing rapidly candidates small animal general practice experience excel grow working stellar staff veterinary professionals invest heavily employees many opportunities growth development offer outstanding benefits including medical dental vision life insurance paid time continuing education generous pet discounts much job overview veterinary technicians work supervision hospital manager veterinarian technicians responsible care treatment unstable critically ill patients triaging patients monitoring hospitalized patients performing patient laboratory tests treatments nursing care admitting discharging patients client communication education answering technician calls skills qualifications knowledge basic veterinary practices procedures terminology ability appropriately handle lift restrain animals dogs cats pocket pets etc stand long periods time ability perform veterinary medical procedures e venipuncture radiology iv catheter placement drug calculations administer medications fluids assess triage patients demonstrate basic organizational computer skills must recent experience veterinary practice increasing responsibilities apply today look forward hearing,vetinary,198,4,5,0,0,1,5,5,0.025252525252525252,0.025252525252525252
Veterinary Assistant - Emergency,"Jacksonville, FL, US",love making difference lives pets families? desire advance skills veterinary medicine? enjoy diverse case load working fast paced environment highly skilled professionals? utilize skills fullest becoming veterinary technician jacksonville location dynamic team prides excellent patient client care emergency critical cases primary responsibilities would triaging emergency cases arrive caring patients icu performing diagnostics radiography lab work etc monitoring anesthesia medical documentation assisting clinicians various responsibilities weekends holidays required day night shifts available veterinary technician provide nursing care stable patients according hospital standards care core values ability place peripheral intravenous catheter cephalic vein performs physical exam accurately counts heart pulse rate capillary refill time mucous membranes temperature respiratory rate effort understand normal vital parameters alerts doctor abnormal ability set intravenous fluids administer subcutaneous fluids operate brands intravenous fluid pumps troubleshoot errors ablility disconnect connect patient intravenous fluids aseptically ability monitor patient response fluid therapy including signs overload we? bluepearl veterinary partners grew dreams numerous veterinarians believed pets access high quality cutting edge healthcare seeking hospital support philosophy looking grow career exciting environment family atmosphere success success bluepearl continued education techs paramount techs get work state art facilities best veterinary teams nation also access 90 paid scholarships penn foster ce allowances also go even hold monthly ce meetings associate feedback sessions opportunities mentorship cross training additional benefits bluepearl offers health benefits options competitive compensation flexible hours scrub allowance opportunity bring dog work additional training unlimited growth potential like us facebook learn bluepearl events career opportunities bluepearl committed diverse work environment individuals treated respect dignity equal opportunity employer qualified applicants receive consideration employment without regard race color national origin religion creed sex age disability genetic information marital status citizenship status sexual orientation affectional preference gender identity expression protected veteran status characteristic protected law need assistance accommodation application process disability available upon request company pleased provide assistance applicant penalized result request equal opportunity employer drug free workplace job vet technician job category hospital paraprofessional staff schedule regular primary location florida jacksonville 150055 jacksonville fl work locations 150055 jacksonville fl,vetinary,334,9,11,0,0,1,10,11,0.029940119760479042,0.03293413173652695
Veterinary Assistant,"Wilkes-Barre, PA, US",overview hiring northeast veterinary referral hospital exciting fast paced 24 7 emergency hospital offering many services community including cardiology internal medicine surgery aaha accredited team passionate work looking motivated members come aboard love challenges growth opportunity northeast job position overview veterinary assistant provides support veterinarians technicians daily tasks cleaning maintaining equipment feeding exercising grooming patients preparing sanitizing surgery suites restraining handling patients clerical administrative work deliver quality care patients provide exceptional service minimum qualifications requirements apply 24 hour emergency facility pace varies opportunities learn teaching well learn observation looking applicants love work show initiative show self motivation looking grow personally professionally please apply online petvetcareers com,vetinary,106,1,4,0,0,1,2,4,0.018867924528301886,0.03773584905660377
Veterinary Assistant - 005099,"Costa Mesa, CA, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice desired skills experience day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,443,14,28,0,0,4,18,28,0.040632054176072234,0.06320541760722348
Veterinary Assistant,"Houston, TX, US",job description seeking experienced veterinary assistant join team successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen duties include position supporting doctors technician team creating positive low stress atmosphere clients patients vca passion medicine compassion pets people matched commitment professional growth,vetinary,47,1,4,0,0,1,2,4,0.0425531914893617,0.0851063829787234
Veterinary Technician,"Los Angeles, CA, US",animal hospital los angeles county currently seeking veterinary technician full time position great benefits great working environment must experience animal hospital,vetinary,21,0,0,0,0,0,0,0,0.0,0.0
Veterinary Technician,"San Diego, CA, US",description position bodhi animal hospital bodhi animal hospital hiring veterinary technician join incredible team right candidate strong veterinary skill set veterinary technician position provides aspects patient care diagnostics treatments dvm support surgical suite dental suite treatment area responsible appropriate medical notes patients well varied client communications bodhi strive maintain positive work life balance promote emotionally intelligent work environment also invest heavily team members education future benefits package amazing want best work best come learn grow us passionate providing outstanding compassionate veterinary care exemplary customer service want join team apply today look forward hearing,vetinary,93,1,6,0,0,2,3,6,0.03225806451612903,0.06451612903225806
Vetco Veterinary Assistant,"Duluth, GA, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet minimum,vetinary,120,0,1,0,0,3,3,1,0.025,0.008333333333333333
Vetco Veterinary Assistant,"Mesquite, TX, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet w minimum,vetinary,121,0,1,0,0,3,3,1,0.024793388429752067,0.008264462809917356
Vetco Veterinary Assistant,"Greensboro, NC, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet minimum,vetinary,120,0,1,0,0,3,3,1,0.025,0.008333333333333333
Veterinary Assistant,"Albany, GA, US",overview veterinary assistant needed dockery mobley associates animal hospital growing fast paced veterinary practice get work variety animals ideal candidate energetic motivated positive team player loves people pets responsibilities position overview veterinary assistant provides support veterinarians technicians daily tasks cleaning maintaining equipment feeding exercising grooming patients preparing sanitizing surgery suites restraining handling patients clerical administrative work deliver quality care patients provide exceptional service minimum qualifications requirements apply join dedicated team exciting opportunity apply online today petvetcareers com,vetinary,77,0,3,0,0,0,0,3,0.0,0.03896103896103896
Veterinary Receptionist,"Lawrenceville, GA, US",bluepearls lawrenceville location hiring extraordinary client service coordinator excellent customer service professional? peers turn advice guidance comfort support? looking opportunity work greatest veterinary medicine professionals? seeking opportunity team inspires growth working collaborative environment want hear bluepearl veterinary partners grew dreams numerous veterinarians believed pets access high quality groundbreaking healthcare seeking hospital support philosophy looking grow career exciting environment family atmosphere interested becoming vet tech? bluepearl continued education techs paramount techs get work state art facilities best veterinary teams nation also access 90 paid scholarships penn foster ce allowances also go even hold monthly ce meetings associate feedback sessions opportunities mentorship cross training offer health dental vision life pet insurance packages competitive compensation 401k match referral bonuses flexible work hours pto annual scrub allowance opportunity bring dog work additional training unlimited growth potential like us facebook learn bluepearl events career opportunities www bluepearljobs com hospital support regular georgia lawrenceville 150015 lawrenceville ga 150015 lawrenceville ga,vetinary,154,1,3,0,0,1,2,3,0.012987012987012988,0.01948051948051948
Veterinary Technician - 005098,"Lakewood, CA, US",veterinary technician banfield aspires practice team make positive impact pet health care hospitals communities field veterinary medicine believe hiring people diverse perspectives ideas cultures permits us deliver highest quality preventive care banfield veterinary technician work alongside pet health care industry experts make difference lives pets clients serve chance utilize veterinary knowledge communication skills love pets role afford opportunity define clear career path continued growth learning veterinary technician certification licensure cvt rvt lvt lvmt veterinary technician requires much avma certified credentials means bringing talents skills dedication desire developing alongside peers importantly means showing day passion pets working others believe preventive care key helping pets achieve long healthy lives associates look vet techs adopt five principles — quality responsibility mutuality efficiency freedom paper qualifications course important actively seek vet techs thrive delivering outstanding client pet experiences know real passion pet well chose profession banfield believe important support well devote lives cause extensive network support structure banfield offers wide array benefits programs empowering focus family care pets clients banfield vet tech want take full advantage work play whether newly certified experienced vet tech job banfield opens door exploring next best move career we’ve created structure includes leadership support hospital level field headquarters one goal mind helping deliver quality care pets volunteering efforts programs designed benefit local shelters rescues strengthen pet human connections communities discover support wellbeing people profession mars volunteer program mvp make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information protected veteran status disability special need requires accommodation please let us know banfield pet hospital follows applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,299,10,17,0,0,2,12,17,0.04013377926421405,0.056856187290969896
Veterinary Assistant,"Chamblee, GA, US",job description successful candidate believer possibilities high quality veterinary medicine patient care—with expertise technical know make happen position supporting doctors technician team creating positive low stress atmosphere clients patients duties include maintaining medical records preparing surgical suite surgical patients filling prescriptions performing laboratory work diagnostic imaging providing compassionate care home away home boarded hospitalized pets vca passion medicine compassion pets people matched commitment professional growth enjoy exposure diverse stimulating caseload employ advanced imaging monitoring tools tap expertise 4 500 doctors including 600 boarded specialists sharpen skills—and even learn new techniques—and explore career options vca offer continuing education transfer specialization leadership opportunities offer competitive compensation along comprehensive benefits package including medical dental vision paid vacation f employees 401 k generous personal pet care discounts,vetinary,123,3,5,0,0,2,5,5,0.04065040650406504,0.04065040650406504
Veterinary Assistant - 005051,"Solana Beach, CA, US",veterinary assistant careers banfield pet hospital want put love pets action jobs rewarding vet assistant working closely pet health care professionals banfield you’ll chance advocate pets educate clients aspects pet health addition goal advance career you’ll access variety learning development opportunities along way job description summary veterinary assistant key member hospital team supports assists veterinarians veterinary technicians ensuring safety pets clients associates continuity quality veterinary care preferred education licenses certificate completion navta approved veterinary assistant program equivalent combination education training experience provides required knowledge skills abilities high school diploma equivalent preferred preferred experience must able perform required skills navta approved veterinary assistant programs level aids efficiency practice day life banfield veterinary assistant vet assistant provides professional efficient exceptional service times making sure clients pets comfortable hospital use technical skills daily basis within state practice acts outlined navta guidelines veterinary assistant skills duties responsibilities include helping maintain flow patients communicating veterinarian vet techs carrying setting procedures require veterinarian vet tech assistance adhering hospital standards keep pets safe treatment areas exam rooms labs clean organized educating clients optimum wellness plans® importance preventive care mentoring members hospital team commitment beyond qualifications every associate including vet assistant important contribution make veterinary team we’re looking vet assistants dedicated work positive attitude use five principles quality responsibility mutuality efficiency freedom guide addition vet assistants action oriented customer focused good listeners effective communicators caring care benefits banfield veterinary assistant comes benefits support personal wellness professional development offer wide range perks programs help take care family—including pets personal health savings wellness benefits every team member needs appreciated vet assistants receive generous benefits package including 401 k participation paid time optimum wellness plans pets addition medical vision dental life disability insurance offered associates based eligibility potential big passion whether you’re new vet assistant working years changing careers we’ll support professional growth performance development plans designed help reach established careers goals relevant learning opportunities networking events ways offer skills community support structure helps thrive we’ve created one kind leadership structure throughout practice includes support corporate headquarters field hospital level together team making real impact pet health care hospitals communities field veterinary medicine start banfield career veterinary assistant learn impact make part banfield hospital team see support wellness people profession view full job description you’re ready make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information status protected veteran status qualified individual disability banfield pet hospital complies applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,440,13,28,0,0,4,17,28,0.038636363636363635,0.06363636363636363
Hospital Veterinary Assistant,"Media, PA, US",healthier pets happier people better world vision might sound lofty believe it’s attainable obsess providing complete care amazing pets approach goes far beyond addressing animals’ basic needs support physical mental social emotional needs sure take elements consideration help pet parents take best care pets obsession delivering best experiences pets parents guides convenient affordable pet salon services extensive array training classes workshops always make sure keep commitment healthy happy pets front center seeking partners full service hospitals brand new general practice hospitals located inside petco stores purpose position inherently involves providing excellent medical care full service hospital patients phenomenal customer care owners veterinary assistant represents mission values clients veterinary assistant sets tone within technical customer support staff hospital responsible like team members fostering cohesion motivation within team hospital staff responsible performing duties way creates environment incumbent must able consistently perform following duties responsibilities without reasonable accommodation position immediate supervisory duties majority job duties conducted veterinary hospital position requires bending kneeling lifting 30 pounds necessary standing long periods time large amount partner’s time spent direct contact clients pets minimum,vetinary,177,0,10,0,0,2,2,10,0.011299435028248588,0.05649717514124294
Vetco Veterinary Assistant,"Chester, VA, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet minimum,vetinary,120,0,1,0,0,3,3,1,0.025,0.008333333333333333
Hospital Veterinary Assistant,"Patchogue, NY, US",healthier pets happier people better world vision might sound lofty believe it’s attainable obsess providing complete care amazing pets approach goes far beyond addressing animals’ basic needs support physical mental social emotional needs sure take elements consideration help pet parents take best care pets obsession delivering best experiences pets parents guides convenient affordable pet salon services extensive array training classes workshops always make sure keep commitment healthy happy pets front center seeking partners full service hospitals brand new general practice hospitals located inside petco stores purpose position inherently involves providing excellent medical care full service hospital patients phenomenal customer care owners veterinary assistant represents mission values clients veterinary assistant sets tone within technical customer support staff hospital responsible like team members fostering cohesion motivation within team hospital staff responsible performing duties way creates environment incumbent must able consistently perform following duties responsibilities without reasonable accommodation position immediate supervisory duties majority job duties conducted veterinary hospital position requires bending kneeling lifting 30 pounds necessary standing long periods time large amount partner’s time spent direct contact clients pets minimum,vetinary,177,0,10,0,0,2,2,10,0.011299435028248588,0.05649717514124294
Vetco Veterinary Assistant,"South River, NJ, US",we’re obsessed health pets offer variety vet services meet needs customers means wealth career opportunities whether you’re licensed veterinarian veterinarian support professional located inside petco stores vetco wellness centers offer professional expertise common pet health problems vetco vaccination clinics offer variety preventive care services healthy dogs cats inside petco unleashed petco retail stores across us rather permanent presence clinics function like pop ups inside petco stores crew veterinarian arrive store equipment vaccines medications everything else need take care pets see vetco veterinary assistant meet veterinary team local dispatch office travel assigned petco clinic locations day clinics team veterinary assistants greet pet parents recommend veterinary services best protect pets veterinary assistant assist veterinarian services administered thank pet parent protecting pet w minimum,vetinary,121,0,1,0,0,3,3,1,0.024793388429752067,0.008264462809917356
Veterinary Assistant,"Langhorne, PA, US",job description experienced veterinary assistant assist doctors appointments also work front desk performing receptionist duties looking reliable upbeat team oriented individual veterinary experience,vetinary,23,1,0,0,0,0,1,0,0.043478260869565216,0.0
Veterinary Practice Manager,"Fullerton, CA, US",north orange county veterinary hospital looking experienced veterinary practice manager 2 3 years experience veterinary hospital practice management required experience managing specialty practice preferred looking someone critical thinking skills problem solving skills ability multi task ability work pressure people skills must experience scheduling using quickbooks managing hospital performance handling client issues training employees position full time benefits 15 20 hr doe,vetinary,61,3,0,0,0,0,3,0,0.04918032786885246,0.0
Veterinary Assistant - Downtown,"Memphis, TN, US",description position pet hospitals downtown pet hospitals downtown looking veterinary assistant join growing team applicants must able travel locations excel client satisfaction compassion friendly outgoing personality thrive fast paced environment respond challenges positively punctual weekend availability afraid hard work getting dirty veterinary assistant assist veterinarians providing care animals including appointments surgeries supportive care diagnostics educate clients services patient care help maintain hospital cleanliness able safely restrain various sized dogs cats think alley? want join amazing team work pet hospitals? know fulfilling career working pets? invest heavily employees long term growth happiness pet hospitals 7 locations throughout memphis team 30 doctors way treat pet parent end leash really makes us stand team members love animals different breeds sizes types also passion providing exceptional customer service employee benefits include competitive pay medical dental vision supplemental insurance 401k waiting period paid time paid parental leave employee pet discounts think alley? apply today apply today look forward hearing,vetinary,154,3,4,0,0,0,3,4,0.01948051948051948,0.025974025974025976
Veterinary Technician,"Goodlettsville, TN, US",bluepearl veterinary partners seeking knowledgeable skilled veterinary technician join fast paced emergency department committed passionate enriching lives remarkable care pets? thrive fast paced dynamic rewarding work environment? team player enjoys working together team provide quality care pets? answered yes questions want hear experienced emergency technician wanted rivergate location part time openings available possible full time availability willing work locations one technicians loves emergency cases providing care comfort critically ill injured patient place looking highly ambitious self motivated compassionate candidate join amazing team successful candidate work alongside team experienced technicians assistants er doctors providing remarkable care pets nashville area one quickly growing popular areas country live music food history professional sports teams outdoor recreation plenty southern charm state income tax makes us place come see clinics meet awesome team professionals minimum experience required position opening performs physical exam accurately counts heart pulse rate capillary refill time mucous membranes temperature respiratory rate effort understands normal vital parameters alerts doctor abnormal performs phlebotomy ability place peripheral intravenous catheter cephalic vein able read follow orders written treatment sheet accurately timely manner alerts veterinarian patients status changed physical exam monitoring parameters outside normal ranges calculates basic medical math understands classification commonly used medications associated side effects appropriately monitors therapeutic response administers medications via appropriate routes duration prepares medications patient discharge communicates discharge instructions client maintains solid grasp common veterinary medical terms abbreviations able converse veterinary professionals medical terms able address client concerns answer appropriately visits updates hospitalization skill set quickly competently facilitates incoming calls implement appropriate animal husbandry skills decrease disease spread injury stress patients provides nursing care stable patients according hospital standards care core values possesses working knowledge anesthesia monitoring equipment assist patients assigned asa ii classifications remains current r e c v e r cpr guidelines demonstrates proficiency designated role assigned attending clinician supervisor qualifications current certification license veterinary technology mastery tech level competencies maintains proficiency experience working veterinary practice preferred high school graduate bluepearl? access 90 paid scholarships penn foster access bluepearl university free ce events hosted bluepearl ce allowance opportunities mentorship training health vision dental pet life insurance benefits 401k match pto accrual flexible work schedules referral bonus program annual scrub store allowance associate discounts bluepearl committed diverse work environment individuals treated respect dignity equal opportunity employer receive consideration employment without regard race color national origin religion creed sex age disability genetic information marital status citizenship status sexual orientation affectional preference gender identity expression protected veteran status characteristic protected law need assistance accommodation application process disability available upon request company pleased provide assistance applicant penalized result request equal opportunity employer drug free workplace www bluepearljobs com job vet technician job category hospital paraprofessional staff schedule regular primary location tennessee goodlettsville 150078 goodlettsville tn work locations 150078 goodlettsville tn,vetinary,457,9,13,0,0,3,12,13,0.0262582056892779,0.028446389496717725
Veterinary Technician,"Huntington Beach, CA, US",veterinary technician banfield aspires practice team make positive impact pet health care hospitals communities field veterinary medicine believe hiring people diverse perspectives ideas cultures permits us deliver highest quality preventive care banfield veterinary technician work alongside pet health care industry experts make difference lives pets clients serve chance utilize veterinary knowledge communication skills love pets role afford opportunity define clear career path continued growth learning responsibilities support veterinarians ensure quality veterinary care advocate pets educate clients hospital function assist veterinarians medical team maximize productivity maintain positive patient flow assist surgeries procedures accordance states veterinary practice act outlined credentialed veterinary technicians communicate clients individualized pet health concerns offer guidance optimum wellness plan® options medications additional treatments assist maintaining relevant comprehensive medical records support practice systems including banfield’s database petware designed obtain data population research obtain relevant health history information clients maintain medical charts use safe restraining techniques follow standard protocols sustain clean sterile organized treatment areas exam rooms labs willing guide mentor support fellow team members requirements veterinary technician certification licensure cvt rvt lvt lvmt commitment beyond qualifications veterinary technician requires much avma certified credentials means bringing talents skills dedication desire developing alongside peers importantly means showing day passion pets working others believe preventive care key helping pets achieve long healthy lives associates look vet techs adopt five principles — quality responsibility mutuality efficiency freedom paper qualifications course important actively seek vet techs thrive delivering outstanding client pet experiences wellbeing matters know real passion pet well chose profession banfield believe important support well devote lives cause extensive network support structure banfield offers wide array benefits programs empowering focus family care pets clients banfield vet tech want take full advantage work play competitive salary paid time medical dental vision prescription drug benefits eligible dependents automatic enrollment 401 k savings plan 60 days employment health savings account annual practice paid funding 750 supplement health care expenses automatic enrollment 100 practice paid short long term disability 60 days employment includes maternity leave optimum wellness plans owps three pets variety discounts including mars petsmart royal canin fitness cellular much potential big passion committed helping grow vet tech providing whether newly certified experienced vet tech job banfield opens door exploring next best move career performance development plans pdp designed help define achieve career goals practice paid continuing education opportunities along opportunity attend partner conferences free membership navta practice paid subscription vetfolio 50 discount vetgirl opportunities lend skills local communities live serve ability grow leadership roles field practice level support helps thrive we’ve created structure includes leadership support hospital level field headquarters one goal mind helping deliver quality care pets commitment community wellness volunteering efforts programs designed benefit local shelters rescues strengthen pet human connections communities discover support wellbeing people profession mars volunteer program mvp waiting for? make move apply today banfield pet hospital® strongly supports values uniqueness individuals promotes work environment diversity embraced banfield pet hospital equal opportunity employer qualified applicants receive consideration employment without regard race religion color national origin sex sexual orientation gender identity age genetic information protected veteran status disability special need requires accommodation please let us know banfield pet hospital follows applicable federal state local laws governing nondiscrimination employment every banfield location,vetinary,530,15,32,0,0,2,17,32,0.03207547169811321,0.06037735849056604
Veterinary Assistant,"Fairway, KS, US",job description fairway animal hospital seeking veterinary assistant high volume small animal hospital seven full time veterinarians applicant must available work 30 40 hours per week varying work schedule including two three saturdays month office open mondays thursdays 700 800 p tuesdays wednesdays fridays 700 600 p saturdays 700 500 p ideal candidate must love animals self motivated team focused strong attention detail dependable afraid hard work seeking individual takes pride work desire excel addition professional appearance strong communication skills vital excellent benefits including employee pet discount paid vacation sick paid holidays ce allowance medical insurance mission fairway animal hospital provide progressive high quality medical surgical care caring compassionate manner,vetinary,110,4,4,0,0,1,5,4,0.045454545454545456,0.03636363636363636
Veterinary Technician,"Woodland Hills, CA, US",great small animal veterinary hospital looking full part time veterinary technician woodland hills ca person must strong skill set excellent bedside manners seeking someone least 5 years experience 3 years experience registered vet tech ca pay based experience starting 16 hour interested position please submit application vetstaff com follow phone call 310 838 9300 ext 102,vetinary,56,1,0,0,0,0,1,0,0.017857142857142856,0.0
Veterinary Assistant,"Haverhill, MA, US",description position heart animal hospital heart animal hospital hiring veterinary assistant join amazing team ideal candidate strong communication skills heart animal hospial small animal practice specializing providing high quality compassionate convenient care patients recognize importance relationships humans animals see clients patients extended family full service practice provides many services including wellness examinations immunizations surgery radiology dentistry house laboratory services invest heavily employees long term growth happiness offer wonderful benefits package including medical vision dental insurance life insurance paid time continuing education generous pet care discounts 401k much much passionate pets providing exceptional veterinary care want join team apply today,vetinary,99,1,4,0,0,0,1,4,0.010101010101010102,0.04040404040404041
